document_id,entity_type,entity_id,doc_type,file_path,file_format,created_at,source,sha256,file_size_bytes,ocr_text,run_date
4fc84940-0714-5c17-85c1-17024271a864,user,1,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=1/savings_book_scan.jpg,jpg,2026-05-12T18:02:17Z,ai_generated,99aa986759a6b0fe8f815109911d958cb790ae753a17d7736766993541a4b7a6,1018397,,2026-05-13
a48872b2-9228-58d4-8df5-c8756b330126,user,10,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=10/savings_book_scan.jpg,jpg,2026-05-12T18:02:23Z,ai_generated,c4a744d63c30c7d63127b32308274be73d295ad4928b0abec8b40d5b19817228,934323,,2026-05-13
442515a3-76ef-528b-a2b4-a40f488e91d3,user,100,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=100/savings_book_scan.jpg,jpg,2026-05-12T18:03:33Z,ai_generated,39e850095c22fe6d3636299f7020a4c393931c5e6fa72909ae71d3c07582ef3a,1026903,,2026-05-13
f8427b51-96da-5b0e-ac11-da08bb37a86d,user,101,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=101/savings_book_scan.jpg,jpg,2026-05-12T18:03:34Z,ai_generated,4da942b1791089b87de71e0d64f8bb03ba7a3b1c9d3766439e62cb2bede3e9e9,1176520,,2026-05-13
c02cccb5-d0aa-5171-a667-0f09812ab48d,user,102,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=102/savings_book_scan.jpg,jpg,2026-05-12T18:03:34Z,ai_generated,06cea3d53fbb081c3ff79782390a19d84fb2d892cdc9d2e8ba50e68e55a3e515,1101176,,2026-05-13
efdd47aa-973e-5826-a315-120d31ccb970,user,103,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=103/savings_book_scan.jpg,jpg,2026-05-12T18:03:35Z,ai_generated,0b8ef27b099000b97a10b7ed65dbde641ada63a100c051b5455b09389229ca07,1190577,,2026-05-13
aca9eac5-8a22-5ca2-b46d-d4881476b1d3,user,104,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=104/savings_book_scan.jpg,jpg,2026-05-12T18:03:35Z,ai_generated,7d1d004ab862d39f3bfea804a95ce91a8ea5ed8ef1895f0235c69c748407ff11,1371944,,2026-05-13
74580d19-a46b-50d4-9e73-412299fa4877,user,105,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=105/savings_book_scan.jpg,jpg,2026-05-12T18:03:36Z,ai_generated,4eb106064cf2ebde1d1d28ea7df8735d62fa8e7f01920e50f118a5536809a7f5,1263268,,2026-05-13
b15b826d-fd51-5587-9cd4-ce43124a78ec,user,106,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=106/savings_book_scan.jpg,jpg,2026-05-12T18:03:37Z,ai_generated,1c462e78596044a44d70eec26653035e211e568456dca8145c8559f19601d6a3,1280860,,2026-05-13
81047318-84d2-5431-bc8e-e3737051b9d3,user,107,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=107/savings_book_scan.jpg,jpg,2026-05-12T18:03:37Z,ai_generated,4a594e812ed297d1c0eab82af2f4186d4ed96845a463427f1c3758b00b53371c,1226406,,2026-05-13
0d6f8dab-fc0b-5679-84b7-601df072c530,user,108,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=108/savings_book_scan.jpg,jpg,2026-05-12T18:03:38Z,ai_generated,afc3980c07b561b4be917b6b1a4899567ad154e403d34a4881b8ccc02d938ba6,1153251,,2026-05-13
93cdd8ef-fddd-5040-b6dc-ece9c820b693,user,109,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=109/savings_book_scan.jpg,jpg,2026-05-12T18:03:39Z,ai_generated,5b341190732f0e50f7e80b8887d80280761d1793cd6ec4c0bca9bef53c064850,1206634,,2026-05-13
3de23936-f9c5-5cce-ae74-65e700482a26,user,11,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=11/savings_book_scan.jpg,jpg,2026-05-12T18:02:23Z,ai_generated,302fd005318daa2fddad09a03020c7ec69462bc5e343dd0ccc45fbc6c024e91d,1119883,,2026-05-13
af4fb82a-14f8-5385-afff-2cb86efa435c,user,110,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=110/savings_book_scan.jpg,jpg,2026-05-12T18:03:39Z,ai_generated,32ca5b06559ac2991276a549fe9c7c825eb5a3da5dfaa25a2f7612d05cd321fe,1223959,,2026-05-13
aa702f93-252a-53c7-9897-6cdf5f97798c,user,111,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=111/savings_book_scan.jpg,jpg,2026-05-12T18:03:40Z,ai_generated,b4a0b0cdefbe52c55b75fbaa9f571296752aa7ff3227379fe1aaa1ad9a656077,1172452,,2026-05-13
7a4e55b1-f229-50b5-a0b2-99d88011319c,user,112,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=112/savings_book_scan.jpg,jpg,2026-05-12T18:03:41Z,ai_generated,67709f56b17077fceed9865dcead2bd4924b2dc95b37630bcda6fe383e8fae03,1163327,,2026-05-13
7864559a-fe92-5845-89e1-832d255e632e,user,113,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=113/savings_book_scan.jpg,jpg,2026-05-12T18:03:41Z,ai_generated,f9fe536af4341f3168c94be52a77937ad6dc4320a7cdd01970dbb23697b04ad7,1280475,,2026-05-13
de39a9e6-94f0-57a8-9b1e-c42d4ec0d386,user,114,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=114/savings_book_scan.jpg,jpg,2026-05-12T18:03:42Z,ai_generated,0c9799a6c8bf2f84594dc352e9c8ba6bee58cea80421e6fc013ce792ee9381db,1075743,,2026-05-13
2448f8da-ef6b-59c1-a0e4-21dccd6bc8df,user,115,savings_book,output/unstructured/documents/doc_type=savings_book/run_date=2026-05-13/user_id=115/savings_book_scan.jpg,jpg,2026-05-12T18:03:43Z,ai_generated,6a8d04c1b3220f0ec0bafb3f0cf4bc214bf58a23cf4002483509ea8b1f36ae4d,1217319,,2026-05-13
